978,7522,6601,2934,111,404
979,9487,410,1439,233,334
980,10000,4971,677,81,43
981,10000,4401,97,100,99
982,4030,6731,89,535,101
983,4289,1677,857,1224,145
984,10000,10000,408,79,665
985,10000,2360,1195,129,2020
986,10000,794,53,54,125
987,10000,2794,1236,304,110
988,10000,3423,1342,110,505
989,10000,373,514,1436,1101
990,2262,10000,1048,1315,1826
991,7317,2730,278,124,39
992,238,1124,298,126,228
993,83,3403,129,103,137
994,2755,5535,1189,117,486
995,10000,2717,2958,486,1497
996,1687,139,101,968,24
997,10000,128,67,773,1367
998,9895,43,979,173,108
999,3800,1846,2245,369,118
