,w0,w1,ricci
94,seed,shed,-0.45238095269394596
95,seed,sled,-0.4107142858325079
96,seed,sued,-0.338095238650024
97,seed,deed,-0.014880952434743744
98,seed,feed,-0.022321428734102033
99,seed,geed,0.02380952204579545
100,seed,heed,-0.12500000004517386
101,seed,meed,-0.05238095243601859
102,seed,need,-0.023809523857856618
103,seed,peed,0.06162464818288571
104,seed,reed,-0.022321428734101145
105,seed,seen,-0.25757575782947084
106,seed,sees,-0.18907563040818132
107,seed,seek,-0.09523809527196048
108,seed,seem,-0.21666666710452254
109,seed,seep,-0.25824175866602306
110,seed,seer,-0.28571428621859685
111,seed,send,-0.5151515161539724
112,seed,teed,0.03273809506280656
113,seed,weed,0.08779761853715218
114,shed,sled,-0.01785714288951934
115,shed,sued,-0.24285714288032612
116,shed,shad,-0.4142857144427501
117,shed,shew,-0.3809523809819295
118,shed,shod,-0.3571428571773485
119,sled,sued,-0.287500000078031
120,sled,bled,-0.25000000057671445
121,sled,fled,-0.2767857149867712
122,sled,slew,-0.3250000004064115
123,sled,slid,-0.7083333333356194
124,spec,spew,0.08333333329885373
125,spew,shew,-0.027777778048061696
126,spew,slew,-0.08333333352554706
127,spew,skew,0.2916666663384949
128,spew,stew,-0.08333333335130622
129,spud,scud,-0.22500000015029498
130,spud,spun,-0.1833333341791925
131,spud,spur,-0.30000000032645047
132,spud,stud,-1.8073320617872923e-11
133,sued,cued,-0.1333333333648261
134,sued,hued,-0.10000000004102594
135,sued,rued,-1.9395240968833605e-10
136,sued,sues,-0.3250000000242752
137,sued,suet,-0.5000000000797158
138,sued,surd,-0.47500000045580437
139,awls,awns,0.24999999973811904
140,awls,ails,-0.4107142857301376
141,awls,owls,0.24999999912596738
142,awns,owns,0.3333333330125816
143,ewes,owes,-0.5000000000287437
144,ewes,exes,0.20833333323281622
145,ewes,eves,0.06666666655112707
146,ewes,ewer,-0.2500000000320499
147,ewes,eyes,-0.2916666666946224
148,owes,ores,-0.14583333356361172
149,owes,owls,-0.18750000005506617
150,owes,owns,-0.06250000035356029
151,owes,odes,-0.22500000026791156
152,owes,ones,-0.2250000002679109
153,exes,eves,0.09999999877466892
154,exes,eyes,-0.12500000036728953
155,ever,over,-2.4333179915458913e-10
156,ever,eves,-0.18333333337027558
157,ever,ewer,0.08333333233476181
158,ever,e'er,0.12499999993000122
159,ever,even,0.12499999993000122
160,over,o'er,0.16666666660747986
161,over,oner,-0.10000000004096998
162,over,oven,-0.400000001383078
163,ants,arts,-0.41428571429584204
164,ants,ante,0.14999999842844036
165,ants,anti,0.14999999842844036
166,ants,anus,-0.3000000000100629
167,arts,arcs,0.07142857081963983
168,arts,arks,-0.0714285722972352
169,arts,arms,0.07142857121653412
170,arts,arty,-0.03571428590894121
171,alas,albs,0.6249999997482284
172,alas,alms,0.19642857116768386
173,alas,alps,0.2916666660048677
174,albs,alms,0.19642857116768375
175,albs,alps,0.2916666660048677
176,alms,alps,-0.011904761923961393
177,alms,arms,-0.35714285716566074
178,alms,aims,-0.5000000009234662
179,alms,elms,-0.5238095238143974
180,alps,amps,-0.29166666675495345
181,alps,asps,-0.1666666667009966
182,arcs,arks,0.07142857061682906
183,arcs,arms,0.07142857061682883
184,arcs,arch,0.19999999997925055
185,area,aria,-0.16666666667999297
186,area,urea,0.33333333330550463
187,arks,arms,-0.07142857229723609
188,arks,asks,-0.2142857143158734
189,arks,auks,0.03571428457938697
190,arks,irks,-0.4857142862746484
191,arms,aims,-0.5000000009234657
192,arms,army,-0.03571428590894121
193,ires,ores,-0.2500000000315492
194,ires,ides,-0.1833333335553735
195,ires,irks,-0.1833333335553735
196,ires,iris,-0.1666666667009966
197,ores,odes,0.08333333307015267
198,ores,ones,-0.10000000068733583
199,ores,orbs,0.1666666666482507
200,ides,odes,-0.40000000017166015
201,ides,idea,-0.10000000004096976
202,ides,idem,-0.10000000004096954
203,grid,grad,-0.44444444447902276
204,grid,grim,0.041666665561494676
205,grid,grin,0.24999999987981603
206,grid,grip,0.08333333230956952
207,grid,grit,0.08333333230957152
208,deed,feed,-0.03125000019017432
209,deed,geed,0.048076922504018405
210,deed,heed,0.09374999993883126
211,deed,meed,0.05416666542397086
212,deed,need,0.12499999981001797
213,deed,peed,0.11213235289206247
214,deed,reed,0.031249999929015226
215,deed,teed,0.09374999994321398
216,deed,weed,0.09374999995422195
217,deed,dead,-0.46306818362651203
218,deed,deem,-0.15000000014385084
219,deed,deep,-0.32986111115097416
220,deed,deer,-0.3173076923995797
221,deed,died,-0.44791666673305874
222,deed,dyed,-0.44791666791006723
223,feed,geed,0.11778846148699407
224,feed,heed,0.031249999935650807
225,feed,meed,0.12083333293396747
226,feed,need,0.12499999981001808
227,feed,peed,0.05330882325292241
228,feed,reed,0.09374999994321354
229,feed,teed,0.09374999990423283
230,feed,weed,0.09374999994232269
231,feed,fled,-0.6919642857344575
232,feed,fees,-0.24038461549004997
233,feed,feel,-0.32986111122044903
234,feed,fend,-0.3660714290430438
235,feed,feud,-0.12500000038206505
236,feed,feet,-0.4687500000765328
237,geed,heed,0.11778846147157807
238,geed,meed,0.233333333156153
239,geed,need,0.2692307686973694
240,geed,peed,0.14705882350935795
241,geed,reed,0.11778846149416433
242,geed,teed,0.11778846149416411
243,geed,weed,0.25721153832778054
244,geed,gees,-0.29670329748565893
245,geed,geek,-0.1538461539967666
246,geed,geld,-0.39423076925437184
247,heed,meed,0.12083333299657273
248,heed,need,0.20170454542544414
249,heed,peed,0.051470588190283384
250,heed,reed,0.15624999989144361
251,heed,teed,0.031249999939227058
252,heed,weed,0.031249999942302598
253,heed,hued,-0.395833333360075
254,heed,head,-0.3645833333504378
255,heed,heel,-0.31250000170443704
256,heed,held,-0.3687500002114419
257,heed,herd,-0.5034722224865955
258,heed,hied,-0.44791666673305897
259,meed,need,0.16666666641768602
260,meed,peed,0.017647058766779078
261,meed,reed,0.18124999996685132
262,meed,teed,0.05416666485204247
263,meed,weed,0.18124999996650815
264,meed,mead,-0.3030303030541517
265,meed,meek,-0.2000000015729011
266,meed,meet,-0.33333333357631156
267,meed,meld,-0.26666666669252437
268,meed,mend,-0.2871794878086489
269,need,peed,0.08823529403374064
270,need,reed,0.12499999988883814
271,need,teed,0.12499999988883759
272,need,weed,0.12499999988883737
273,need,nerd,-0.11363636366783636
274,peed,reed,0.05330882321485131
275,peed,teed,0.11213235290570756
276,peed,weed,0.17463235221104634
277,peed,pees,-0.19467787238251044
278,peed,peek,-0.10000000002910014
279,peed,peel,-0.10427807528091915
280,peed,peen,-0.1791443854022705
281,peed,peep,-0.17420814557450948
282,peed,peer,-0.16666666700338184
283,peed,pied,-0.35661764734988344
284,reed,teed,0.031249999917640325
285,reed,weed,0.09374999994232225
286,reed,rued,-0.4750000010096096
287,reed,read,-0.4583333333526156
288,reed,reef,-0.31250000004260525
289,reed,reek,-0.15625000090256602
290,reed,reel,-0.18750000095612873
291,reed,rend,-0.41105769273780846
292,seen,sees,-0.02941176475561913
293,seen,seek,-0.09469697171456248
294,seen,seem,-0.00909090913279842
295,seen,seep,0.031468531440274505
296,seen,seer,-0.09090909204651654
297,seen,peen,0.045454545245640965
298,seen,been,-0.10000000078963955
299,seen,keen,-0.09090909097324884
300,seen,sewn,-0.36363636366549223
301,seen,teen,-0.05555555729645656
302,sees,seek,-0.07107843281720383
303,sees,seem,-0.1382352941381353
304,sees,seep,-0.17420814582077004
305,sees,seer,-0.07142857156215299
306,sees,sues,-0.7867647058983065
307,sees,fees,-0.21266968456166335
308,sees,gees,-0.10714285720164352
309,sees,pees,-0.009803922507010343
310,sees,bees,-0.11764706197955443
311,sees,lees,-0.1176470588786207
312,sees,seas,-0.30147058947224004
313,sees,sets,-0.3550420181618734
314,sees,sews,-0.5147058823773989
315,sees,tees,-0.04201680682595055
316,sees,wees,-0.034926471165784845
317,seek,seem,-0.150000000097819
318,seek,seep,-0.08653846357445061
319,seek,seer,-0.04761904924573379
320,seek,geek,0.14583333273641763
321,seek,meek,0.04166666638391203
322,seek,peek,0.058333332711041797
323,seek,reek,-0.013888889394123138
324,seek,leek,0.08333333204496274
325,seek,week,0.1666666666157296
326,seem,seep,-0.023076923114971448
327,seem,seer,-0.06428571431211227
328,seem,deem,-0.05000000006134053
329,seem,seam,-0.5576923080803122
330,seem,stem,-0.5500000001510894
331,seem,teem,-0.17500000179017428
332,seep,seer,0.06868131862278648
333,seep,deep,0.13247863175781427
334,seep,peep,0.115384615030242
335,seep,beep,0.031468530001563355
336,seep,jeep,-2.5423663174706235e-10
337,seep,keep,-0.05555555605147089
338,seep,step,-0.5846153853579648
339,seep,weep,0.16538461534047377
340,seer,deer,0.10164835021770091
341,seer,peer,0.16428571419217242
342,seer,beer,0.07142857131342717
343,seer,jeer,0.03571428529326992
344,seer,leer,0.12698412615735943
345,seer,sear,-0.5142857149090916
346,seer,veer,0.07142857047692752
347,seer,weer,0.17582417577381437
348,send,fend,0.06168831165528099
349,send,mend,0.10839160836420181
350,send,rend,0.26923076886619146
351,send,bend,0.18531468514982063
352,send,lend,0.2462121207143767
353,send,sand,-0.4772727273310087
354,send,sent,-0.3506493506963517
355,send,tend,0.31818181813175406
356,send,vend,0.26818181805698216
357,send,wend,0.22402597394458168
358,teed,weed,0.09374999992446931
359,teed,teen,-0.4166666667616876
360,teed,tees,-0.1473214290887066
361,teed,teem,-0.37500000018530755
362,teed,tend,-0.3863636374121939
363,teed,tied,-0.36111111219212
364,teed,toed,-0.4500000001732878
365,weed,wees,-0.21875000006664802
366,weed,week,-0.13920454571690066
367,weed,weep,-0.25625000008393917
368,weed,weer,-0.3485576928338252
369,weed,wend,-0.3660714288987381
370,weed,weld,-0.48125000018650965
371,shad,shod,-0.41428571429584116
372,shad,scad,-0.4857142858310488
373,shad,sham,-0.3222222222459008
374,shad,shay,-0.3666666667090399
375,shew,slew,-0.01111111129082376
376,shew,skew,0.06944444427529906
377,shew,stew,-0.1319444444642517
378,shew,chew,-0.14285714356356305
379,shew,phew,-5.6271431958521134e-11
380,shew,show,-0.41666666834987587
381,shew,whew,-0.3809523809626527
382,shod,show,-0.07142857176516193
383,shod,shoe,0.21428571423654164
384,shod,shoo,0.3142857133522523
385,shod,shot,-0.11688311689644437
386,shod,shop,-0.07142857144889025
387,bled,fled,-0.14285714399699034
388,bled,blew,-2.754068084698247e-10
389,bled,bred,-0.25000000027396707
390,fled,flea,-0.011904761923961837
391,fled,flee,-0.1428571430673482
392,fled,flex,-0.011904761923961171
393,fled,flew,0.055555555532291745
394,slew,skew,0.02499999985249335
395,slew,stew,-0.17500000100683089
396,slew,blew,-0.1333333333648259
397,slew,flew,-0.1777777778161036
398,slew,clew,-0.17142857309987947
399,slew,slaw,-0.4500000006062779
400,slew,slow,-0.3833333349461461
401,slid,said,-0.5000000000287439
402,slid,skid,-2.562525747151767e-10
403,slid,slim,-0.14583333367520268
404,slid,slip,-0.26515151528704495
405,slid,slit,-0.23333333337900197
406,skew,stew,0.12499999987053989
407,stew,stem,-0.22500000026791156
408,stew,step,-0.10000000004926735
409,stew,stet,-0.12500000012581802
410,stew,stow,-0.2708333334959516
411,scud,stud,-0.12500000017987922
412,scud,scad,-0.41071428588413705
413,scud,scum,-0.25000000027396596
414,spun,spur,-0.1833333335553735
415,spun,shun,-0.0833333333940196
416,spun,span,-0.38888888893128337
417,spun,spin,-0.25000000004875456
418,spun,stun,-0.08333333337375382
419,spur,slur,-0.3666666667090397
420,spur,sour,-0.4857142857492043
421,spur,spar,-0.4000000000379371
422,stud,stun,0.12499999867456624
423,stud,stub,-0.12500000017987856
424,cued,hued,-1.1034462232828446e-10
425,cued,rued,0.06666666649813202
426,cued,cred,-0.5833333333373452
427,cued,cues,-0.2954545457452291
428,cued,curd,-0.47222222231098576
429,hued,rued,0.24999999939660333
430,hued,hied,-0.4166666669398398
431,hued,hues,-0.2833333344661806
432,rued,rues,-0.3909090909269428
433,sues,suet,-0.39166666678697704
434,sues,cues,-0.09090909124018887
435,sues,hues,-0.1416666667300508
436,sues,rues,-0.09090909128274416
437,sues,dues,-0.19642857171297523
438,sues,subs,-0.04487179491459248
439,sues,suds,-0.1363636379372999
440,sues,sums,-0.20512820675008125
441,sues,suns,-0.33333333384761055
442,sues,sups,-0.1916666666865945
443,suet,stet,-0.5500000000047183
444,suet,duet,-0.4500000000182758
445,suet,suit,-0.6333333333364839
446,surd,curd,-0.3472222222494412
447,surd,sure,-0.18750000006816592
448,surd,surf,-0.12500000017987856
449,ails,aims,-0.2857142868365796
450,ails,aids,-0.3809523810157731
451,ails,airs,-0.23809523810940592
452,ails,mils,-0.3809523810157731
453,ails,nils,-0.23809523810940614
454,ails,oils,-0.028571428646000596
455,owls,owns,0.2499999997381196
456,owls,oils,-0.32500000068701884
457,eves,eyes,-0.22500000064091719
458,eves,even,-0.22500000015029498
459,ewer,e'er,-4.557789701209458e-10
460,eyes,byes,-4.2053982518552857e-10
461,eyes,dyes,-0.1250000000318272
462,eyes,eyed,-0.06250000038219738
463,eyes,lyes,-0.0833333343031828
464,eyes,ryes,-4.2053960314092365e-10
465,odes,ones,-3.84573040079772e-10
466,odes,odds,-0.46666666667263024
467,ones,oner,-0.46666666667263046
468,ones,onus,-0.46666666667263024
469,e'er,o'er,-0.12500000111926046
470,e'er,e'en,0.12499999981490995
471,even,oven,-0.35000000003963505
472,even,e'en,0.12499999981491017
473,o'er,oner,0.16666666653230278
474,oven,omen,0.0999999995709705
475,oven,open,0.2666666665707995
476,oven,oxen,0.2666666665707996
477,ante,anti,0.7499999999319465
478,anus,onus,-0.16666666667792018
479,arty,army,0.4999999999545762
480,aims,aids,-0.38095238101577333
481,aims,airs,-0.23809523810940547
482,aims,dims,-0.5634920635504792
483,aims,vims,-0.2142857143158734
484,elms,elks,0.16666666653230333
485,elms,ells,0.1666666665323031
486,amps,asps,-6.175726596779896e-11
487,amps,imps,0.24999999997759303
488,amps,umps,0.24999999997759326
489,asps,asks,-0.3333333333420525
490,asks,auks,0.4166666666290123
491,irks,iris,-0.10000000004096998
492,irks,ilks,-0.22500000015029498
493,irks,inks,-0.22500000015029498
494,iris,ibis,-0.1666666666799934
495,idea,idem,0.16666666653230322
496,idea,ilea,-0.41666666667351837
497,idem,item,-0.1666666666799934
498,grad,brad,-0.4222222233409503
499,grad,glad,-0.2777777778014139
500,grad,goad,-0.5277777786822329
501,grad,grab,-0.19841269842857656
502,grad,gram,-0.05555555736926787
503,grad,gran,0.11111111107435023
504,grad,gray,-0.055555555685739444
505,grad,trad,-0.18253968346400673
506,grim,grin,0.04166666634941074
507,grim,grip,0.06249999983504695
508,grim,grit,-0.0833333343031828
509,grim,gram,-0.29166666674951114
510,grim,brim,-0.22500000026791156
511,grim,prim,-0.16666666683579612
512,grim,trim,-0.0803571444002038
513,grin,grip,0.0833333323095703
514,grin,grit,0.24999999987981347
515,grin,gran,-0.33333333370446505
516,grin,gain,-0.6111111111198775
517,grip,grit,0.08333333230956952
518,grip,drip,-0.1666666667009964
519,grip,trip,-0.2500000015642132
520,grit,gait,-0.20833333336104976
521,grit,writ,-0.33333333336282234
522,dead,head,-0.04924242452896954
523,dead,mead,-1.8347041663702157e-09
524,dead,read,-0.04924242472871532
525,dead,bead,-0.17482517655162644
526,dead,deaf,0.009090908973961143
527,dead,deal,-0.29261363661342266
528,dead,dean,-0.05555555606198026
529,dead,dear,-0.2301136364414862
530,dead,dyad,-0.31818181843198845
531,dead,lead,-0.1363636384871496
532,deem,deep,-0.11111111112544103
533,deem,deer,-0.2307692307972864
534,deem,teem,-0.2875000000387864
535,deep,deer,-0.085470085655593
536,deep,peep,0.038461538004159745
537,deep,beep,0.03535353405481878
538,deep,jeep,0.22222222086653565
539,deep,keep,0.055555555526262346
540,deep,weep,0.1999999999686045
541,deer,peer,-0.015384615687586312
542,deer,beer,-0.04670329763065695
543,deer,jeer,0.07692307690366273
544,deer,leer,-0.017094017134859252
545,deer,veer,0.10989010886086936
546,deer,weer,0.0769230768542154
547,deer,dear,-0.5120192310912461
548,deer,doer,-0.596153846260796
549,deer,dyer,-0.3173076924209395
550,died,dyed,-0.3888888891505251
551,died,hied,0.1111111100311637
552,died,pied,0.16666666659534157
553,died,tied,0.11111111057857181
554,died,dies,-0.2777777777976782
555,died,diet,-0.4777777778700598
556,died,lied,-2.343170102392378e-10
557,died,vied,0.11111111002608043
558,dyed,dyes,-0.25000000041652903
559,dyed,eyed,-0.08333333338222704
560,dyed,dyad,-0.08333333338222682
561,dyed,dyer,-0.0833333333737536
562,fees,feel,-0.45299145314204003
563,fees,feet,-0.41826923091500334
564,fees,gees,0.027472526296879685
565,fees,pees,-0.17216117357720084
566,fees,bees,-0.2126696843840672
567,fees,lees,-0.14479638176741494
568,fees,tees,0.030219779583465556
569,fees,wees,-0.05288461554008417
570,fees,fens,-0.32564102691199937
571,fees,fess,-0.4076923077037251
572,fees,foes,-0.5299145299360255
573,feel,feet,-0.3055555565130501
574,feel,heel,-2.5466939668206123e-10
575,feel,peel,-0.15656565778319265
576,feel,reel,-0.12500000055556804
577,feel,fell,-0.6410256413181301
578,feel,fuel,-0.5277777778323689
579,feel,keel,-0.1388888895721534
580,fend,feud,-0.10714285753878316
581,fend,mend,0.06593406557527215
582,fend,rend,0.06593406564468018
583,fend,bend,0.06593406576348604
584,fend,lend,0.01785714276144512
585,fend,tend,0.13311688305072988
586,fend,vend,0.021428571345010083
587,fend,wend,0.10714285707944649
588,fend,fens,-0.4476190480959801
589,fend,find,-0.20779220783404484
590,fend,fond,-0.4722222224120518
591,fend,fund,-0.31428571522895754
592,feet,meet,-0.10416666692929044
593,feet,beet,-0.30681818333739375
594,feet,feat,-0.35576923220743684
595,feet,felt,-0.15178571581907518
596,feet,fret,-0.35416666681473363
597,gees,geek,-0.27678571435895116
598,gees,pees,-0.1428571428808092
599,gees,bees,-0.23739495800523747
600,gees,lees,-0.10714285728833306
601,gees,tees,-6.251421602598839e-11
602,gees,wees,0.05357142778776214
603,gees,gels,-0.1904761911202466
604,gees,gems,-0.35714285772027243
605,gees,gens,-0.2605042034746894
606,gees,gets,-0.15109890217335153
607,gees,goes,-0.5714285714504166
608,geek,meek,0.31249999964474084
609,geek,peek,0.029166666264937025
610,geek,reek,0.22222222218813925
611,geek,leek,0.2222222221806106
612,geek,week,0.19886363605175383
613,geld,held,-0.07500000002814411
614,geld,meld,0.024999999966621833
615,geld,weld,0.024999999966615616
616,geld,gels,-0.5833333333400263
617,geld,gild,-0.2678571435429218
618,geld,gold,-0.35576923087324475
619,geld,veld,-0.0833333343031828
620,head,held,-0.36666666669146064
621,head,herd,-0.5277777777933834
622,head,mead,0.0378787877905179
623,head,read,-3.061950692995197e-11
624,head,bead,-0.2051282067500817
625,head,lead,-0.25000000033780734
626,head,heal,-0.20238095297056335
627,head,heap,-0.09722222337862885
628,head,hear,-0.3431372551198446
629,head,heat,-0.291666666780118
630,heel,peel,-1.2968981444316796e-10
631,heel,reel,0.18749999933007422
632,heel,keel,0.0833333323095703
633,heel,heal,-0.40476190520428124
634,held,herd,-0.47777777787366804
635,held,meld,-0.050000001262725524
636,held,weld,-0.15000000111994716
637,held,veld,-0.18333333386843154
638,held,helm,-0.05000000056114384
639,held,help,-0.4166666667386105
640,held,hold,-0.5416666666866847
641,herd,nerd,-0.16666666670496255
642,herd,hard,-0.7083333336733006
643,herd,herb,-0.05555555588686434
644,herd,here,-0.21666666670899382
645,herd,hero,-0.05555555588686434
646,herd,hers,-0.19841269842857634
647,hied,pied,0.15972222217274323
648,hied,tied,0.11111111031811993
649,hied,lied,-2.2599588866967224e-10
650,hied,vied,0.09523809462128563
651,hied,hies,-0.18888888894518963
652,hied,hind,-0.7777777777791981
653,mead,meld,-0.33636363649666734
654,mead,mend,-0.3356643364794947
655,mead,read,-0.05681818206368683
656,mead,bead,-0.09790209801912653
657,mead,lead,-0.14015151584113528
658,mead,meal,-0.3356643361795393
659,mead,mean,-0.20202020247906716
660,mead,meat,-0.26573426579978965
661,meek,meet,-0.5000000002667846
662,meek,peek,-0.06666666684875433
663,meek,reek,0.22222222218813936
664,meek,leek,0.10416666648949147
665,meek,week,0.09090909008489312
666,meet,beet,-0.3106060617493893
667,meet,meat,-0.23076923172315933
668,meet,melt,-0.18333333467127888
669,meld,mend,-0.3153846154298461
670,meld,weld,0.14999999995827829
671,meld,veld,-0.050000000416584145
672,meld,melt,-0.30000000082387057
673,meld,mild,-0.2500000012890933
674,meld,mold,-0.34230769238198855
675,mend,rend,0.19230769219694388
676,mend,bend,0.1153846153364958
677,mend,lend,0.07051282028313388
678,mend,tend,0.10839160833052974
679,mend,vend,0.1538461538184407
680,mend,wend,0.1346153845865845
681,mend,menu,0.07692307691495326
682,mend,mind,-0.46153846305964286
683,pees,peek,-0.13809523815766767
684,pees,peel,-0.25757575847253844
685,pees,peen,-0.18831168834025536
686,pees,peep,-0.25824175908030633
687,pees,peer,-0.1476190478240238
688,pees,bees,-0.1652661065023482
689,pees,lees,-0.06442577072796762
690,pees,tees,-0.09523809529315641
691,pees,wees,-0.08630952388855695
692,pees,peas,-0.057142857190152
693,pees,pecs,-0.08035714393934335
694,pees,pegs,-0.18681318683724735
695,pees,pens,-0.17500000220863
696,pees,peps,-0.2857142861753177
697,pees,pets,-0.15789473782254904
698,pees,pews,-0.32142857183456197
699,pees,pies,-0.3452380959414294
700,peek,peel,-0.12424242427615084
701,peek,peen,-0.20303030366470387
702,peek,peep,-0.1871794881614799
703,peek,peer,-0.10000000009658638
704,peek,reek,-0.033333333966840906
705,peek,leek,0.05555555552659841
706,peek,week,0.11212121192969804
707,peek,peak,-0.22424242551181783
708,peek,peck,-0.5583333333565468
709,peek,perk,-0.5500000004920182
710,peel,peen,-0.04545454579079755
711,peel,peep,-0.1363636379282236
712,peel,peer,-0.2151515151770087
713,peel,reel,-0.017045455504842044
714,peel,keel,0.037878787726862595
715,peel,peal,-0.431818183504163
716,peen,peep,0.03146853144027506
717,peen,peer,-0.124242425079788
718,peen,been,-0.10000000078963978
719,peen,keen,0.037878787726862595
720,peen,teen,-0.15656565727441296
721,peen,peon,-0.4090909090969781
722,peep,peer,0.028205128162426485
723,peep,beep,0.031468530001563466
724,peep,jeep,-2.5423663174706235e-10
725,peep,keep,0.03846153750222048
726,peep,weep,0.16538461534047355
727,peep,prep,-0.5897435897467718
728,peer,beer,0.09285714169719639
729,peer,jeer,-4.1293568564526595e-10
730,peer,leer,0.08888888820237817
731,peer,veer,0.03809523722141139
732,peer,weer,0.12820512782859472
733,peer,pear,-0.41875000109087024
734,peer,pier,-0.41666666757021376
735,pied,tied,0.27083333318563296
736,pied,lied,0.04861111108202265
737,pied,vied,0.1874999988338314
738,pied,pies,-0.14583333335745108
739,pied,pier,-0.2291666669243264
740,read,rend,-0.48076923155204576
741,read,bead,-0.12820513031017167
742,read,lead,-0.08333333339048687
743,read,real,-0.23333333370986398
744,read,ream,-0.16666666726704382
745,read,reap,-0.08333333365667817
746,read,rear,-0.2604166667982508
747,read,road,-0.5138888889564415
748,reef,reek,-0.1666666669262551
749,reef,reel,-0.1250000003672891
750,reef,beef,-0.5833333333371751
751,reek,reel,-0.2986111113602181
752,reek,leek,0.05555555552626201
753,reek,week,0.03535353373601602
754,reel,keel,-0.08333333430318257
755,reel,real,-0.5208333334428046
756,rend,bend,0.26923076909149135
757,rend,lend,0.2275641005797584
758,rend,tend,0.18531468516370653
759,rend,vend,0.1423076922573986
760,rend,wend,0.20879120798125028
761,rend,rand,-0.2972027972635629
762,rend,rent,-0.3324175824628943
763,rend,rind,-0.3423076925492403
764,been,keen,-0.05000000007942296
765,been,teen,-0.21666666736318274
766,been,bees,-0.16764705932097157
767,been,beep,0.04090908906914814
768,been,beer,-0.10000000004491238
769,been,beet,-0.1500000000226105
770,been,beef,-7.033120752453215e-10
771,been,bean,-0.6461538469343338
772,keen,teen,-0.13888888890230056
773,keen,keep,-0.11111111129152462
774,keen,keel,-0.25000000110539156
775,sewn,sews,-0.291666666795515
776,sewn,sown,-0.3333333333556159
777,teen,tees,-0.2896825398351186
778,teen,teem,-0.07638888892778684
779,teen,tern,-0.5833333333618094
780,teen,then,-0.6190476190542005
781,bees,lees,-0.11764705889655014
782,bees,tees,-0.2373949580123027
783,bees,wees,-0.0955882356955211
784,bees,beep,-0.20855614997251237
785,bees,beer,-0.231092438520893
786,bees,byes,-0.6117647065419751
787,bees,beet,-0.3582887707115894
788,bees,beef,-0.20588235325895954
